,time,neighbor_95,neighbor_96,neighbor_46,neighbor_17,neighbor_5,neighbor_54,neighbor_31,neighbor_92,neighbor_11,neighbor_69,max_95,max_96,max_46,max_17,max_5,max_54,max_31,max_92,max_11,max_69,HI
0,1,0.7996135650896401,0.7624397223076306,0.7924287428078314,0.8051894571985567,0.8090390000550609,0.7769122917966391,0.8244218904741658,0.6955058010704666,0.8334112222730135,0.6964546927170414,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7674890195733595
1,2,0.7993082809688083,0.7659472622471472,0.8053098024617185,0.7915530892688392,0.8159945670683502,0.7736747527634502,0.8194074678806136,0.7001945568110939,0.8273934855925458,0.7044286972531676,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7759246574517511
2,3,0.8107462390669198,0.779186546030929,0.8100394414971921,0.7964557791552728,0.8023883445798068,0.7754339043259966,0.8234701594762914,0.6896142404425685,0.8143820169200499,0.7035658874418103,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7554984932272181
3,4,0.7991745387699372,0.7720423511005846,0.7998331366733857,0.7957724571896299,0.8006862714123505,0.7894711083265974,0.8118081007682874,0.6911695626746841,0.825768871503346,0.7034633571184019,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7412608084495522
4,5,0.784950959606501,0.7645604627602876,0.8104206478495151,0.807069452475298,0.8056200067464552,0.7861530070441516,0.788178131911617,0.7000494920958567,0.8322572329199798,0.7150891988837965,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.764114565708778
5,6,0.789625781956382,0.7658681735868871,0.8160598789709879,0.8112186461145084,0.8014272734206852,0.78219673749986,0.7938127473324469,0.7160322827074611,0.828049356120174,0.7042687938748851,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8018679554471998
6,7,0.7958882927406423,0.7470200994044806,0.8051958395099066,0.8114536243818039,0.795638920971683,0.7925110789592319,0.8023142890840399,0.7235386969656131,0.8136987632997299,0.6864277734074075,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8187831497766871
7,8,0.7783983626101373,0.7527969816258068,0.7909177791306814,0.8237496101206835,0.7980422020839717,0.7927735420709424,0.8067075187979148,0.730749044210939,0.8147229023488055,0.6680292774411407,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8347194619417637
8,9,0.781018363124201,0.7535968260937529,0.8122741546138965,0.8162356880942377,0.8049867218089494,0.7860878926001156,0.815534230376203,0.7200578471529809,0.8036070232170669,0.6674782621278754,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.821542735642826
9,10,0.8032676666177009,0.7471206082180275,0.8009264474871405,0.8117684013935735,0.7939319054881274,0.7930732646271339,0.8286837160987194,0.7178702110533867,0.7989060010109672,0.6593858222898205,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8153613562468864
10,11,0.8080096433349888,0.7532557656472487,0.7867703413217291,0.7876813354088255,0.7981636734757561,0.7963864059424739,0.8269484324559004,0.7082520087247104,0.7905486386731991,0.6696550765505791,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7883803153047318
11,12,0.7870386236997837,0.7732835107134858,0.8000832512438837,0.8093257438524807,0.8174572018602649,0.8015930797458065,0.8296763436895904,0.7085976469533366,0.7911549918832012,0.6715331575087445,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7679743919534859
12,13,0.801748314578365,0.7510660853143206,0.8082370416952409,0.7882913454985241,0.8236645020466081,0.8118906862112025,0.8283326289577031,0.7169894149792231,0.7797498465083263,0.6977624622801352,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7676852337967827
13,14,0.820153896170255,0.7424527952483946,0.7891477949703595,0.7784332193833,0.8248197180536844,0.807589345511964,0.8367545188933224,0.7235127170022647,0.7770511069149317,0.6966641380146248,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7762245627663639
14,15,0.8107150071966153,0.7469123391234476,0.7873875798986588,0.7768075262280549,0.8305453321663346,0.8129531312712951,0.8225410185637495,0.7397593865325766,0.7843958225036068,0.6953456074039739,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7961802676737328
15,16,0.8033959019073897,0.725678807148747,0.8028092802357717,0.7958507708820395,0.8238990307705578,0.802535944554438,0.8120283819149913,0.7454401224059541,0.7872593281113164,0.6998332697710781,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7969658136476596
16,17,0.8165628666174843,0.7192895826138355,0.7842911273286596,0.7810227112000591,0.8041812964771096,0.7873068883108562,0.7883892194502734,0.7354099497703286,0.8074329308132768,0.6991284386946766,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8055412075172864
17,18,0.8299661466519062,0.7071614776631295,0.78516090207539,0.7840083395055867,0.7972853898837564,0.78363714190843,0.7836957603638173,0.7235500616145452,0.8166586320631826,0.68254397311812,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8015700589959343
18,19,0.8088230886678074,0.716907851190857,0.8073228383848141,0.8072565410685334,0.792835723588815,0.7811365062925082,0.7692736897603972,0.716910368179419,0.7955218193396716,0.6879165532506801,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7882421754238903
19,20,0.8016458040871075,0.7221641511889223,0.8026246160631283,0.8129521725418349,0.7842315266344506,0.7658531292379825,0.7926529801294011,0.7033711224395525,0.7808328500346261,0.6864395194084654,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7832919731956969
20,21,0.8052803226040355,0.7237213831976949,0.8007478882787866,0.7976458647951615,0.789130480288797,0.7765387966312335,0.7885788796493243,0.6891826622572419,0.7774986733198596,0.679235236721337,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7890935222484615
21,22,0.7862382572706237,0.7196387849707169,0.812921982303781,0.7958838479463719,0.8048888018231135,0.779323813571453,0.7953487585340282,0.7105590887816184,0.757496092124785,0.6761966065578255,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7813850925151511
22,23,0.7812460492200285,0.7443543438958352,0.8110272508686786,0.7903922932476163,0.8092896725875776,0.7898638416954572,0.798477033503284,0.7119686637271443,0.7405795419730501,0.6838535958793281,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.776953674095582
23,24,0.7802051054641563,0.7452758733797482,0.8104137019268052,0.7665553057500386,0.797777086176451,0.799042356986334,0.7973193347639643,0.7133650162693225,0.769903606592911,0.693878183442657,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7825070957551181
24,25,0.7699149422174985,0.7275775871124435,0.8155734717207739,0.7585386053302619,0.8236782414074204,0.7840313761050027,0.7822302764846089,0.7305591785913953,0.7818602856759632,0.7054303237905545,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.772765069999315
25,26,0.7559323924330072,0.747459410702967,0.8142701616460805,0.7661686338208493,0.8223393983463166,0.7703672177132586,0.7668578406726836,0.7385809836152345,0.7980213466878942,0.7063865494213606,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7598488165335773
26,27,0.7626068801714965,0.7475130166206155,0.8172333849283964,0.7688032579650785,0.8150790921367561,0.7555942773232871,0.7763188631462798,0.7193577915553381,0.804236179436038,0.7149146900217096,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7665636094901137
27,28,0.7489992218178159,0.7388455832789785,0.8177575636440588,0.771671105863996,0.8117363755965066,0.741432562901071,0.7680039001648516,0.7147955860537245,0.8041720810663436,0.703502939693107,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7584332715210597
28,29,0.7476822430031074,0.7375176632703947,0.8073359721140274,0.769373657949744,0.8046566192895537,0.7447509847648991,0.7661184438390106,0.7203885211000862,0.8026458977022461,0.6978250578310191,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7492464069399326
29,30,0.7439547061331331,0.7375477858479951,0.8140043329145967,0.7700565815182518,0.7816837729788259,0.7736077661226616,0.7760376483325278,0.6968081806861777,0.7987875989443711,0.673119835343442,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7515943288956034
30,31,0.7482961092382505,0.7413089380165743,0.8143373971848928,0.7557326838603841,0.7773437035299879,0.7979971291934655,0.7930142919287848,0.695066095948191,0.7935429425188613,0.6788404736459104,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7554042352557658
31,32,0.7488799236941478,0.7440370793094548,0.8040038418436632,0.7442277627599015,0.7708120262397029,0.8080969187558107,0.7975599588215743,0.6994426436653812,0.7828267025987243,0.6872213354399982,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7484861830899446
32,33,0.7402785117240608,0.7337129840866442,0.803638804805221,0.7371094241744292,0.7768888098718079,0.8206033115241265,0.8085682670278793,0.7012553870471819,0.8045609776633157,0.6928896551747217,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7550160595017892
33,34,0.7535016357109086,0.7236664988495758,0.7965488106154233,0.7317050832560378,0.7865357744496694,0.807821163114878,0.8223618780445069,0.6954120153861933,0.8003127133540529,0.6892885284086485,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7791089445504625
34,35,0.7799058456046065,0.7359514352418519,0.7849113534101674,0.7191850079714446,0.7995785060746512,0.8070545688449231,0.8179690459143061,0.6893654707998678,0.807219336354622,0.6970341440516519,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7681990883627251
35,36,0.7823744398867238,0.7165271821663424,0.7869896082019001,0.7333984459639519,0.7837646837863681,0.7905184413703366,0.8179507871051157,0.6850445667115074,0.8004958737592347,0.7090257067359527,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7684904036324159
36,37,0.778098947986706,0.7261592267231862,0.7843914453497216,0.741443469674083,0.7689345952430366,0.7916261818221365,0.8115402062956429,0.692764673161012,0.8138780849880446,0.7118680082253686,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7611894495518203
37,38,0.7875517139838284,0.7332043053985904,0.7873198659925056,0.7419230011919533,0.7551969123250043,0.7942379570811398,0.8070437366758034,0.6947450544879773,0.7926381688875703,0.707745600426325,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7643207033500466
38,39,0.7863175895249304,0.7323965925394772,0.8038425270084956,0.7678329875835365,0.7632031344638348,0.7975388898639161,0.8059962163639233,0.6902792255216169,0.7936830674043155,0.6879163570427691,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7526067072528061
39,40,0.7739445392294981,0.7239735565192728,0.798751867368547,0.7790734502424417,0.7580694312744849,0.7927917704809325,0.8077967449897507,0.7029878727700878,0.7844077005993111,0.6928280117293795,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7508338483220063
40,41,0.7752511972265881,0.713576732979176,0.8018563755802077,0.7688629969991687,0.780343603195682,0.8036903272775678,0.8134830989110918,0.7098722307923009,0.8073533545046759,0.6598373100166124,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7703888070653246
41,42,0.7898970412993315,0.6943285443396336,0.8049093027539179,0.7801406703663006,0.7732643682113514,0.7935103840731731,0.8203575322976769,0.7025853450546673,0.8068428699375249,0.6587215580873726,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7759579673008964
42,43,0.7920035189678855,0.7037115877636022,0.799478562447825,0.7836929951342765,0.7895249003448156,0.7953528680218171,0.821309607765698,0.701406403580677,0.8121987526693781,0.6761706289875199,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7629496015729337
43,44,0.7715385121198124,0.7014537561829248,0.7960161065705665,0.7761925180838742,0.7904380489048963,0.7885377944309993,0.8199669437655726,0.7059393510044123,0.7964826468989014,0.7011297385533027,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.751750359132752
44,45,0.7471961042662859,0.7157816083891945,0.7971653691623719,0.7720719881556916,0.7877571580257087,0.7807990394508091,0.8210554644896559,0.6923400286984757,0.8014983172479158,0.7191477276945266,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.773248255950867
45,46,0.7443318639389184,0.7190781725976525,0.7700879039890512,0.7775103572711334,0.7743400845048501,0.7836945987783593,0.8207625053630492,0.6972429936321543,0.7739079297134427,0.7337092747569753,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.753597195119726
46,47,0.7493693077580886,0.7312631822545923,0.7722925127255885,0.7804873833017946,0.794450048262153,0.8061239563182412,0.8037957302140853,0.6847491883132926,0.7707306228529424,0.7078023197564874,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7521893667847742
47,48,0.7415209639519281,0.7354225411611827,0.7724623604941272,0.783437689195331,0.7753600815709351,0.798045949846338,0.8108777195077893,0.683928482756665,0.7920152358212605,0.6879570434202673,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.759200861661419
48,49,0.7505056127912305,0.732405029185254,0.7651093414482097,0.7791726244541402,0.7678954293945297,0.802863094868725,0.7910208981559496,0.6681523904118679,0.8132971139924976,0.6704612375305758,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7633819359213473
49,50,0.7718401618636542,0.7203117799989001,0.7513108892010205,0.7802727573469175,0.7657070155888609,0.8035897299835758,0.7809626829667342,0.6793352707921624,0.8076886941470471,0.6571127300253308,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7653596164007523
50,51,0.7741848040909942,0.7263464877808905,0.7664906820858894,0.7663521353015218,0.78452697398745,0.7782215665578799,0.7795233618249758,0.6701865078879152,0.8111940592776025,0.657485539871153,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.769329805308311
51,52,0.7702265376287638,0.7135208417536889,0.7617029420332985,0.754205518313203,0.7928180067072772,0.7761604501754868,0.7935631234317037,0.6880652889058119,0.8075731543051322,0.6844521582325457,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7888351866694612
52,53,0.7843273094389993,0.6960071392613324,0.7651752431367724,0.7552424027396232,0.8081057142810961,0.777644017346711,0.8033862567698467,0.6901538768847273,0.8000631901178836,0.6602271031457893,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7699147194142177
53,54,0.8009693988369619,0.6925207464109768,0.77331093220262,0.7463282606535702,0.8028589952963898,0.7739833550203766,0.8168501558120431,0.7163920968399626,0.7850248890747025,0.668128512591771,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7619162248068424
54,55,0.8034859750321717,0.6928240532484293,0.7968073395341447,0.7328198607259666,0.7996720551640232,0.7675328319883897,0.8081785946794973,0.6915925441559694,0.777428498651118,0.6680285807803046,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7461796366370279
55,56,0.8037893823971143,0.6984698557401435,0.8000806778180991,0.7241588833031493,0.7969100012764685,0.7851520458518991,0.8154139407130016,0.6831633034906123,0.7637085749855995,0.658610259593356,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7435193227759855
56,57,0.7782415558870877,0.6922038278340906,0.8005833112832447,0.722478112100471,0.7898613636251991,0.7689715479008588,0.810156268646212,0.6729941960781003,0.7671328981423438,0.6367842242637373,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7417692759300811
57,58,0.7662808677063319,0.7102053167439479,0.8022424490144298,0.7252056194930938,0.7779025084122688,0.7589996007767225,0.7845142314765646,0.6762988670014519,0.7633001441426666,0.6627104674664702,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7497941629810485
58,59,0.7531439465666193,0.7176413256216438,0.8030675699883144,0.740392404089496,0.7775215360704095,0.7626328969208072,0.7796129075657146,0.6722481166329497,0.7673626740968869,0.663292981442816,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7649615306842527
59,60,0.7567590309572855,0.7259018813525514,0.8122083232194954,0.7506733132257735,0.7795300227966337,0.7897605121368467,0.7827273098513279,0.682595636243166,0.772946195966262,0.6703240903460053,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7726068890045916
60,61,0.7494360706691199,0.741177785493975,0.8068449282996377,0.7523018044983287,0.7781206670474343,0.7869757413440401,0.772029765745561,0.686792324752454,0.7784694706994011,0.6824299353416385,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7806031098451605
61,62,0.7668118026365484,0.7532982518279316,0.8039699664910925,0.747487940471454,0.7740194136773562,0.7884284252173768,0.7587362618401541,0.6890698491251792,0.7778867905839462,0.690440306732514,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7652073713779178
62,63,0.7612898398385088,0.7365866785724563,0.7889744811241178,0.7402017105381707,0.7826962416837815,0.7739671550598384,0.7646712316057683,0.6936704308568584,0.775472557355838,0.690695213208695,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7818466737551173
63,64,0.7608492664982477,0.7544344370768854,0.7910618636599446,0.7343041041819508,0.7854174351958743,0.7618200238919073,0.760461806818238,0.699341782698896,0.7668360224374349,0.6939101561402821,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7569857831136563
64,65,0.7419032162602373,0.7350527410174943,0.7741817806406174,0.721093186629312,0.7958572131720049,0.7484797075922778,0.7743188049457393,0.7113866677187282,0.7636358702338286,0.6949809961033001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7572041299339597
65,66,0.7398188976705444,0.7137461627776195,0.7853541799545439,0.7291027969776462,0.7981611318052506,0.7290178682783954,0.7856748150052797,0.7172209341028852,0.7654428326435638,0.6811854299254427,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7492654060777083
66,67,0.7469515066098026,0.7208094959696822,0.7864003651390574,0.7322156571844123,0.7870720538239334,0.7290516156250911,0.8070682708535678,0.7173434502851151,0.7634067262586288,0.6850395715986534,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7546843372444596
67,68,0.7505194900464268,0.7229242079876846,0.7835779203461113,0.7239626177284254,0.7887541817730581,0.7372298028159708,0.8092014247974303,0.7156496705634787,0.7457353359188506,0.6921104934686604,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7546768825029491
68,69,0.7464036780205927,0.7145480704617487,0.7620318130924045,0.7258628466081644,0.7834363205013866,0.7375032304658851,0.8107624478283098,0.6980642354395075,0.7567949462217752,0.6873499573546187,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7787693960623623
69,70,0.7572974583959338,0.72815991091092,0.7525728833950447,0.737753025364148,0.7685299600979839,0.7227530707675384,0.7904791503984042,0.6973024361460983,0.7470972491990729,0.6769039046321172,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7681003089144106
70,71,0.7560693859644939,0.7336274312671904,0.7439158467129804,0.7482483147722959,0.7460745527274326,0.7334798727559495,0.7680296013429908,0.7062074091940751,0.7553164614723015,0.700231528665836,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7646241677491119
71,72,0.7496388083201447,0.7380349723959425,0.759476394684563,0.7416967106183228,0.750242691727401,0.7349996623678445,0.7547723036946697,0.7048887459889023,0.7364489718744875,0.7011626647045535,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7708982854782921
72,73,0.7522784684130805,0.7323213836681688,0.7714056744543324,0.7535503393682259,0.7324293861351151,0.7475704185190845,0.7432728563768753,0.6936283535385587,0.751972981425024,0.7010329943700817,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7712364686143062
73,74,0.768698503620171,0.7284962663972286,0.7912278572428078,0.7482978391000559,0.728326861964365,0.7474776694938413,0.7392456877725855,0.7131857572476621,0.7427748289268348,0.7013822078627081,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7705160700408641
74,75,0.7628650669956281,0.7248552548245141,0.8008113866019626,0.7457031254705627,0.7342664457936998,0.7483242024555468,0.7521938809526951,0.6996521604160613,0.7481465774608967,0.7137624171656354,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7686632689266543
75,76,0.7747689793773608,0.7210740863325111,0.7984987935406271,0.7334250652411989,0.7426797615521944,0.7395008076887961,0.7544871401901174,0.6798488320250147,0.7447013755044074,0.7075047847916867,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7581917534284938
76,77,0.7632189411225381,0.6996943530179355,0.7857311912130001,0.7299673142900474,0.7405472731948555,0.7568694789824552,0.751408283201327,0.6910222333757939,0.7674028243866583,0.700905723904405,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7603185712230102
77,78,0.7690557632353185,0.7038370496761257,0.7843841047288772,0.73019601456501,0.751052304166169,0.7450645372170079,0.7426202967166363,0.7056529012246621,0.7690410534932212,0.6941919101006175,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7576112850850152
78,79,0.7496159490046663,0.7072744389587955,0.7606590875759334,0.7273460416731984,0.7623154908889325,0.7570852958565792,0.7357459016722206,0.6865402997977162,0.7576722311456947,0.6938685420728329,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7466603978611916
79,80,0.7563616230178271,0.7160184035058698,0.7510614244155893,0.7284240475696232,0.755339412933797,0.761004177960927,0.7268502608540888,0.6956592211204772,0.7437911881561028,0.679620208782578,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7528403171881759
